143878,(용봉동)패션의거리,팬텀,광주광역시 북구 설죽로 181,한미희,062-528-1717,의류
번호,시장명,상호명,주소,대표,연락처,취급품목(업종)
143877,(용봉동)패션의거리,푸마용봉점,광주시 북구 설죽로245,최점희,-,의류
143876,(용봉동)패션의거리,프로스펙스몽벨,광주광역시 북구 용봉동1247-1,김영희,062-523-1323,의류
143875,(용봉동)패션의거리,휠라아웃도어광주용봉,광주 북구 용봉동 1425-2,김성욱,062-521-0707,의류
143874,(용봉동)패션의거리,힐크릭광주용봉점,광주광역시 북구 설죽로259 1층,이정선,062-515-0810,의류
143873,(용봉동)패션의거리,힐크릭광주용봉점,광주 북구 설죽로 259,장경의,-,의류
143872,(용봉동)패션의거리,토이앤맘,광주시 북구 설죽로240(용봉동),송윤봉,-,유아용품
143871,(용봉동)패션의거리,광주케이투,광주광역시 북구 설죽로 247,윤영인,062-522-7020,외의
143870,(용봉동)패션의거리,샤트렌,"광주광역시 북구 설죽로 197, 1402-2",박상의,062-512-2181,여성복
143869,(용봉동)패션의거리,용봉르까프상설점,광주 북구 용봉동 1412-2,김혜숙,062-512-1884,"신발,의류"
143868,(용봉동)패션의거리,무크용봉점,광주시 북구 설죽로206-1,유문갑,-,신발
143867,(용봉동)패션의거리,바이네르용봉점,광주광역시 북구 설죽로 263,이은희,062-514-2091,신발
143866,(용봉동)패션의거리,에스마켓용봉점,광주시 북구 용봉택지로96,김정화,-,신발
143865,(용봉동)패션의거리,탠디,광주시 북구 설죽로195,이윤미,-,신발
143864,(용봉동)패션의거리,㈜피에르가르뎅빅토비,광주 북구 설죽로 159,정만기,062-512-2001,스포츠캐주얼의류
143863,(용봉동)패션의거리,노스케이프,광주 북구 용봉동 1346-8 102호,백수영,062-515-5008,스포츠의류 용품
143862,(용봉동)패션의거리,㈜가한웨스트우드용봉,광주시 북구 설죽로165,이재일,-,스포츠의류
143861,(용봉동)패션의거리,디스커버리용봉점,광주 북구 용봉동 1374-4,이승환,062-512-7181,스포츠의류
143860,(용봉동)패션의거리,㈜만보스포츠(용봉점),광주시 북구 설죽로245,최대수,-,스포츠용품/의류
143859,(용봉동)패션의거리,아식스(용봉점),광주시 북구 용봉동 599-4,한현주,062-523-8811,스포츠용품
143858,(용봉동)패션의거리,도이터광주용봉점,광주 북구 설죽로 190 (용봉동),박경미,062-515-7749,"등산복,등산용품"
번호,시장명,상호명,주소,대표,연락처,취급품목(업종)
143857,(용봉동)패션의거리,핑,광주광역시 북구 용봉동 599-3,김란희,062-528-1719,골프의류
143856,(용봉동)패션의거리,볼빅브이닷,광주광역시 북구 설죽로 230,이동희,062-531-7600,골프웨어
143855,(용봉동)패션의거리,케이골프,광주광역시 북구 설죽로 178,김희영,062-526-0017,골프용품
143854,(용봉동)패션의거리,쿠쿠,광주시 북구 설죽로188,김정순,-,가전제품
143853,(용봉동)패션의거리,네파용봉점,광주 북구 설죽로 271(용봉동 1337-2),범경,062-514-9740,-
143852,(용봉동)패션의거리,용봉동패션의거리상인,-,김춘호,-,-
143851,(운암동)공구의거리,대륙종합상사,광주 북구 하남대로797,김동영,-,합성고무
143850,(운암동)공구의거리,하남실리콘,광주광역시 북구 운암동 412-8,이형용,0625224794,합성고무
143849,(운암동)공구의거리,청우타이루상사,광주시 북구 하남대로 808,천상우,-,타일
143848,(운암동)공구의거리,그린철물상사,광주시 북구 하남대로 757,강인창,-,철물
143847,(운암동)공구의거리,대광철물,광주광역시 북구 하남대로 815(운암동),정현태,0625211161,철물
143846,(운암동)공구의거리,대신공업,광주광역시 북구 하남대로 760,나연주,-,철물
143845,(운암동)공구의거리,미래건설기계,광주 북구 하남대로 829,조민욱,-,철물
143844,(운암동)공구의거리,선산종합배관,광주 북구 하남대로789,조태현,-,철물
143843,(운암동)공구의거리,인성철물공구,광주광역시 북구 하남대로 811(운암동),박애순,0625234306,철물
143842,(운암동)공구의거리,한일종합상사,광주시 북구 하남대로 780,임기섭,-,철물
143841,(운암동)공구의거리,한백전기,광주광역시 북구 운암동 1485,맹윤옥,0625114745,전기자재등
143840,(운암동)공구의거리,경인윤활유,광주광역시 북구 하남대로 791,박병도,062-525-2489,윤활유
143839,(운암동)공구의거리,㈜고려용접재료,광주시 북구 하남대로 778-1,신복식,-,용접재료
143838,(운암동)공구의거리,㈜고려용접재료,광주광역시 북구 하남대로 778-1,신복식,062-512-7191,용접재료
번호,시장명,상호명,주소,대표,연락처,취급품목(업종)
143837,(운암동)공구의거리,유진냉열,광주 북구 하남대로782,유금오,-,에어컨
143836,(운암동)공구의거리,거성케미칼,"광주광역시 북구 하남대로 781-1, 1층",박영애,062-523-9933,"실리콘,접착제"
143835,(운암동)공구의거리,거성케미칼,광주시 북구 하남대로781-1,박영애,-,실리콘
143834,(운암동)공구의거리,운암실리콘,광주시 북구 하남대로782,김소연,-,실리콘
143833,(운암동)공구의거리,㈜중앙소방,광주광역시 북구 하남대로 769,이현근,062-522-3119,소방자재
143832,(운암동)공구의거리,비젼소방기구,광주광역시 북구 하남대로 771,유홍주,062-513-9119,소방기구
143831,(운암동)공구의거리,한신실리텍,광주광역시 북구 하남대로 792(운암동),김순이외1명,0625224493,생활용품
143830,(운암동)공구의거리,제일볼트,광주광역시 북구 운암동 1369,고장석,062-524-9128,"볼트,너트"
143829,(운암동)공구의거리,대동볼트,광주시 북구 운암동1481-1,김미순,-,볼트
143828,(운암동)공구의거리,천수이엔지,광주 북구 하남대로780,양성혜,-,배관
143827,(운암동)공구의거리,삼영상사,광주광역시 북구 운암동 1525,정영자,062-511-6194,"바퀴,공구,철물"
143826,(운암동)공구의거리,종합공구,광주광역시 북구 하남대로 765,이길삼,062-529-2123,바퀴
143825,(운암동)공구의거리,상아목재,광주시 북구 하남대로 829,이기혁,-,목재
143824,(운암동)공구의거리,호남페인트,광주광역시 북구 하남대로 791,노창호,062-515-0471,기타
143823,(운암동)공구의거리,대흥철물공구,광주광역시 북구 하남대로 821(운암동),최성봉,0625111074,기계장비
143822,(운암동)공구의거리,공구테크노파크,광주광역시 북구 하남대로 791,황수자,062-515-7812,공구외
143821,(운암동)공구의거리,신일종합공구,광주시 북구 하남대로 782-1,박영근,-,공구및철물
143820,(운암동)공구의거리,가나안종합공구,광주시 북구 하남대로 809,유광열,-,공구
143819,(운암동)공구의거리,선진공구,광주시 북구 하남대로 810,이재석,-,공구
143818,(운암동)공구의거리,설총산업주식회사,광주광역시 북구 하남대로 837(운암동),설인국,0625127088,공구
번호,시장명,상호명,주소,대표,연락처,취급품목(업종)
143817,(운암동)공구의거리,유신종합공구,광주 북구 하남대로 786-1,정종우,-,공구
143816,(운암동)공구의거리,유신종합공구,광주광역시 북구 하남대로 786-1(운암동),정종우,0625237882,공구
143815,(운암동)공구의거리,파워공구,광주시 북구 하남대로786-1,임명섭,-,공구
143814,(운암동)공구의거리,공구의거리상인회,-,공구의거리,-,-
143813,(포항운하)송림시장,송도아름화장품,포항시 당구 송도동493-11 송림시장 내 127,구점순,054-275-3887,화장품
143812,(포항운하)송림시장,송림실비식당,경북 포항시 남구 운하로36번길 6-2(송도동),이경옥,054-275-1233,한식
143811,(포항운하)송림시장,한아름후라이드치킨,경북 포항시 남구 운하로36번길 10,신보연,054-281-0021,통닭
143810,(포항운하)송림시장,송림장식,경북 포항시 남구 송도동 500-8 27/7,임종국,054-275-2363,"커튼,실내장식"
143809,(포항운하)송림시장,소망베이커리,경북 포항시 남구 축항로72번길 18(송도동),김기선,054-275-1398,"제과점업,피자"
143808,(포항운하)송림시장,화이트미용실,경북 포항시 남구 운하로36번길 10(송도동),조문희,054-283-8637,일반미용업
143807,(포항운하)송림시장,룰루랄라,경북 포항시 남구 송도동 494-27,도춘자,-,의류
143806,(포항운하)송림시장,바보회식당,경북 포항시 남구 운하로 36번길 7(송도동),김말련,054-273-4110,음식업
143805,(포항운하)송림시장,희정회식당,경북 포항시 남구 운하로36번길 7(송도동),이화순,054-274-9894,음식업
143804,(포항운하)송림시장,보금당약국,경북 포항시 남구 운하로36번길 7(송도동),김영희,054-283-3727,양약
143803,(포항운하)송림시장,송림그릇상회,경북 포항시 남구 송도동 493-11 133호,유문재,054-275-0957,"아이스박스,고무통"
143802,(포항운하)송림시장,홍일식품달성총판,대구 달서구 본동 225-1,박나현,010-3529-4001,식품간장
143801,(포항운하)송림시장,정아식육점,포항시 남구 송도동 493-11,최규봉,054-275-8016,식육점
143800,(포항운하)송림시장,나이스마트송림,경북 포항시 남구 운하로36번길 12(송도동),이종태,054-282-0600,슈퍼마켓
143799,(포항운하)송림시장,제일슈퍼,포항시 남구 문하로 24번길 5,안기종,-,소매업
143798,(포항운하)송림시장,영천생선,포항시 남구 송도동 493-11 송림시장,박상순,054-281-0279,생선
번호,시장명,상호명,주소,대표,연락처,취급품목(업종)
143797,(포항운하)송림시장,포항운하송림시장상인,경북 포항시 남구 운하로36번길 7(송도동),김경환,054-274-5138,상인회
143796,(포항운하)송림시장,송림떡집,포항시 남구 송도동 493-11 112호,최성현,054-277-9087,떡류
143795,(포항운하)송림시장,영일참기름방,포항 남구 운하로 36번길 7(송도동),이인자,054-272-8572,"기타음식료품,일용잡화"
143794,(포항운하)송림시장,구룔포과메기,경북 포항시 남구 운하로48번길 31-2(송도동),조귀선,054-282-6647,과메기
143793,(포항운하)송림시장,미래수산,"경북 포항시 남구 운하로 36번길 7,124",김경희,010-8814-3286,과메기
143792,(포항운하)송림시장,채소사랑가족사랑,경북 포항시 남구 운하로36번길 5-1(송도동),염순봉,054-276-2488,건채소
143791,1913송정역시장(송정역전매일시장),농협홍삼등지,광주광역시 광산구 송정로8번길 10-2,김영자,062-944-0172,홍삼
143790,1913송정역시장(송정역전매일시장),먹태상회,광주광역시 광산구 송정로8번길 36,장화영,-,호프
143789,1913송정역시장(송정역전매일시장),황금호두,광주광역시 광산구 송정로 8번길 6,정정아,-,호두과자
143788,1913송정역시장(송정역전매일시장),국정자한지지호공예방,광주광역시 광산구 송정로8번길 17(송정동),국정자,062-945-4588,한지공예
143787,1913송정역시장(송정역전매일시장),영명국밥,광주광역시 광산구 송정로8번길 5,채승주,062-942-2727,한식
143786,1913송정역시장(송정역전매일시장),우아한쌈,광주광역시 광산구 송정로8번길 10-2,선호원,-,한식
143785,1913송정역시장(송정역전매일시장),서울한과,광주광역시 광산구 송정로8번길 41,박미순,062-944-0538,한과
143784,1913송정역시장(송정역전매일시장),역전핏자,"광주광역시 광산구 송정로 8번길 14, 1층",소순길,-,피자
143783,1913송정역시장(송정역전매일시장),역전핏자,광주광역시 광산구 송정로 8번길 14,정동혁,-,피자
143782,1913송정역시장(송정역전매일시장),중앙통닭집,광주광역시 광산구 송정로8번길 22,이연수,062-941-7150,통닭
143781,1913송정역시장(송정역전매일시장),단순이커피,"광주광역시 광산구 도산신송길31, 105호",문재형,-,커피
143780,1913송정역시장(송정역전매일시장),송정카페1913,"광주 광산구 송정로8번길 17, 1층(송정동)",국정자,062-946-1913,커피
143779,1913송정역시장(송정역전매일시장),뻐얼건집황태칼국수,광주광역시 광산구 송정로8번길 20-1,장석호,062-941-7940,칼국수
143778,1913송정역시장(송정역전매일시장),인생가게,광주광역시 광산구 송정로 8번길 7-4 1층,강수훈,1588-9426,카페
번호,시장명,상호명,주소,대표,연락처,취급품목(업종)
143777,1913송정역시장(송정역전매일시장),다원침구,광주광역시 광산구 송정로8번길 13,김삼례,062-941-3434,침구류
143776,1913송정역시장(송정역전매일시장),멜라루카둥지,광주광역시 광산구 송정로8번길 12,선종철,062-944-0172,친환경마트
143775,1913송정역시장(송정역전매일시장),또띠아눈꽃치킨,광주광역시 광산구 송정로8번길 50,김미자,062-942-8292,치킨
143774,1913송정역시장(송정역전매일시장),현대식육점,광주광역시 광산구 송정로8번길 2,김용복,062-944-0334,축산물
143773,1913송정역시장(송정역전매일시장),쑥'S초코파이,광주광역시 광산구 송정로 8번길 27,정화숙,062-941-1913,초코파이
143772,1913송정역시장(송정역전매일시장),쑥's초코파이,광주광역시 광산구 송정로 8번길 27,임봉순,062-941-1913,초코파이
143771,1913송정역시장(송정역전매일시장),니코니코니,광주광역시 광산구 도산 신송길 31,박선구,062-941-8401,초밥
143770,1913송정역시장(송정역전매일시장),55번농산물,광주광역시 광산구 송정로8번길 36,박순희,062-941-7606,청과
143769,1913송정역시장(송정역전매일시장),수향,광주광역시 광산구 송정로8번길 15,서범수,-,중식
143768,1913송정역시장(송정역전매일시장),족발쏘시지,광주광역시 광산구 송정로8번길 14,김선우,062-942-1300,족발
143767,1913송정역시장(송정역전매일시장),족발쏘시지,광주광역시 광산구 송정로 8번길 14,유정민,-,족발
143766,1913송정역시장(송정역전매일시장),제일제분소,광주광역시 광산구 송정로8번길 37(송정동),김기순,062-944-0912,제분
143765,1913송정역시장(송정역전매일시장),역전,광주광역시 광산구 송정로 8번길 23,정유석,-,전
143764,1913송정역시장(송정역전매일시장),노점,"광주광역시 광산구 송정로8번길 13, 1층 상인회",김충남,-,잡화소매
143763,1913송정역시장(송정역전매일시장),노점,"광주광역시 광산구 송정로8번길 13, 1층 상인회",박순님,-,잡화소매
143762,1913송정역시장(송정역전매일시장),노점,"광주광역시 광산구 송정로8번길 13, 1층 상인회",장정자,062-944-2555,잡화소매
143761,1913송정역시장(송정역전매일시장),봉황상회,광주광역시 광산구 송정로8번길 33,이행열,-,잡화
143760,1913송정역시장(송정역전매일시장),"안녕, 제이",광주광역시 광산구 송정로8번길 33,강혜정,-,잡화
143759,1913송정역시장(송정역전매일시장),개미미용소,광주광역시 광산구 송정로8번길 33,박삼순,062-941-6605,일반미용업
143758,1913송정역시장(송정역전매일시장),윤일침구,광주광역시 광산구 송정로8번길 25,장금자,062-944-6439,이불
번호,시장명,상호명,주소,대표,연락처,취급품목(업종)
143757,1913송정역시장(송정역전매일시장),1913맛집,광주광역시 광산구 송정로 8번길 21-8,최남석,-,음식
143756,1913송정역시장(송정역전매일시장),불꼬챙이,광주광역시 광산구 송정로 8번길 37,윤영순,062-269-4568,음식
143755,1913송정역시장(송정역전매일시장),스태잇,광주광역시 광산구 송정로 8번길 50,이태희,062-942-5398,음식
143754,1913송정역시장(송정역전매일시장),웅이네,광주광역시 광산구 송정로8번길 10-2,김현웅,-,음식
143753,1913송정역시장(송정역전매일시장),족발쏘시지,광주 광산구 송정로8번길 14,유정민,-,음식
143752,1913송정역시장(송정역전매일시장),송정cafe1913,광주광역시 광산구 송정로8번길 17,김주성,-,음료
143751,1913송정역시장(송정역전매일시장),아이스깨기,광주광역시 광산구 송정로 8번길 13,범웅,062-941-1914,유제품
143750,1913송정역시장(송정역전매일시장),빨간머리앤,광주광역시 광산구 송정로 8번길 13,김현주,-,완구
143749,1913송정역시장(송정역전매일시장),흥부네사랑식당,광주광역시 광산구 도산신송길31,박복심,062-944-5357,오리탕
143748,1913송정역시장(송정역전매일시장),어묵,광주광역시 광산구 송정로 8번길 23,강민정,-,어묵
143747,1913송정역시장(송정역전매일시장),갱소년,광주광역시 광산구 송정로8번길 7-4,선지혜,062-942-1913,양갱
143746,1913송정역시장(송정역전매일시장),빛담,광주광역시 광산구 도산신송길31,곽유나,-,액세서리
143745,1913송정역시장(송정역전매일시장),스텔라제이,광주광역시 광산구 송정로 8번길 33,최설희,-,액세서리
143744,1913송정역시장(송정역전매일시장),푸르미식품,광주광역시 광산구 송정로 8번길 10-2,박건태,062-962-6244,쌀
143743,1913송정역시장(송정역전매일시장),호남마트,광주광역시 광산구 송정로8번길 8,이정례,-,식품종합
143742,1913송정역시장(송정역전매일시장),태형식품,광주광역시 광산구 송정로29번길 64,정경완,062-944-5637,식품
143741,1913송정역시장(송정역전매일시장),발효명가협동조합,광주광역시 광산구 송정로 8번길 50,나용수,062-413-9782,식초
143740,1913송정역시장(송정역전매일시장),또아,광주광역시 광산구 송정로 8번길 11,박민정,062-955-6945,식빵
143739,1913송정역시장(송정역전매일시장),탑스테이크,광주광역시 광산구 송정로 8번길 41-3,권효정,-,스테이크
143738,1913송정역시장(송정역전매일시장),밀밭양조장,광주광역시 광산구 송정로 8번길 29,이한샘,062-233-3225,수제맥주
번호,시장명,상호명,주소,대표,연락처,취급품목(업종)
143737,1913송정역시장(송정역전매일시장),창의마루,광주광역시 광산구 송정로8번길 34,강춘화,-,수공예품
143736,1913송정역시장(송정역전매일시장),몰랑몰랑,"광주광역시 광산구 도산신송길31, 103호",안지연,-,소품
143735,1913송정역시장(송정역전매일시장),솔잎세탁소,광주광역시 광산구 송정로 8번길 50,김상옥,062-942-7913,세탁
143734,1913송정역시장(송정역전매일시장),노점,"광주광역시 광산구 송정로8번길 13, 1층 상인회",변재균,062-944-5853,생선
143733,1913송정역시장(송정역전매일시장),현완단겸상추튀김송정,광주광역시 광산구 송정로 8번길 37,김재광,062-942-3721,상추튀김
143732,1913송정역시장(송정역전매일시장),송정역전매일시장상인,"광주광역시 광산구 송정로8번길 13, 1층(송정동)",배석용,062-941-3434,상인회환전
143731,1913송정역시장(송정역전매일시장),서봄사진관,광주광역시 광산구 송정로8번길 33,김수성,-,사진
143730,1913송정역시장(송정역전매일시장),오달봄,광주광역시 광산구 송정로 8번길 30-1,김선영,-,빙수
143729,1913송정역시장(송정역전매일시장),계란밥,광주광역시 광산구 송정로8번길 13,박강근,-,분식
143728,1913송정역시장(송정역전매일시장),산수모밀,광주광역시 광산구 송정로 8번길 8,서성열,062-945-6318,메밀
143727,1913송정역시장(송정역전매일시장),햇살손만두,광주광역시 광산구 송정로 8번길 20-1,김미영,-,만두
143726,1913송정역시장(송정역전매일시장),라타르트,광주광역시 광산구 송정로 8번길 14,김임숙,-,마카롱
143725,1913송정역시장(송정역전매일시장),한끼라면,광주광역시 광산구 송정로8번길 30,곽현지,-,라면
143724,1913송정역시장(송정역전매일시장),매일제분소,광주광역시 광산구 송정로8번길 10,김정애,062-945-1451,"떡, 참기름"
143723,1913송정역시장(송정역전매일시장),노점,"광주광역시 광산구 송정로8번길 13, 1층 상인회",김정화,-,떡
143722,1913송정역시장(송정역전매일시장),오늘,광주광역시 광산구 송정로 8번길 34,최영희,-,디퓨져
143721,1913송정역시장(송정역전매일시장),열이네동파육,광주광역시 광산구 송정로 8번길 11,정병열,-,동파육
143720,1913송정역시장(송정역전매일시장),무등산보리밥,광주광역시 광산구 송정로8번길 11,이진,062-946-3900,도시락
143719,1913송정역시장(송정역전매일시장),춤추는찹쌀도너츠,광주광역시 광산구 송정로 29번길 64,박병규,-,도너츠
143718,1913송정역시장(송정역전매일시장),매일통닭,광주광역시 광산구 송정로8번길 32-1,조희봉,062-942-2825,닭집
번호,시장명,상호명,주소,대표,연락처,취급품목(업종)
143717,1913송정역시장(송정역전매일시장),매일닭집,광주광역시 광산구 송정로 8번길 32-1,김용금,062-942-2825,닭
143716,1913송정역시장(송정역전매일시장),노점,"광주광역시 광산구 송정로8번길 13, 1층 상인회",이종례,-,농산물
143715,1913송정역시장(송정역전매일시장),송정리녹두빈대떡,광주광역시 광산구 송정로 8번길 50,류혜진,062-521-9999,녹두전
143714,1913송정역시장(송정역전매일시장),오며가며,광주광역시 광산구 송정로8번길 22,김효자,062-943-8277,낚지볶음
143713,1913송정역시장(송정역전매일시장),느린먹거리by부각마을,광주광역시 광산구 송정로8번길 26,노지현,062-572-9665,김부각
