187,가비,서울시 강남구 역삼동 821-1 강남역지하도상가 C-16호,-,의류
186,가인,서울 강남구 역삼동 821-1 강남역지하상가 D-29,-,의류
185,강남더감,서울 강남구 역삼동 821-1 강남역지하상가 B-2,-,의류
184,강남스타일,"서울 강남구 역삼동 821-1 강남역지하상가 B-11,12",02-594-1550,의류
183,강남역지하쇼핑센터,서울시 강남구 역삼동 821-1,02-553-1898,-
182,강남전자,서울시 강남구 역삼동 821-1 지하상가A-14,-,가전
181,강남텔레콤,"서울시 강남구 테헤란로 101,B동 41호 (역삼동,강남지하상가)",02-554-0516,소매(통신기기)
180,골든벨,"서울시 강남구 테헤란로101,강남역지하도상가 E-20(역삼동 821-1)",02-556-5133,"소매(의류,잡화)"
179,굿샵,"서울특별시 강남구 강남대로 396 (역삼동,C-11호)",02-538-5744,소매(의류)
178,굿샵,서울 강남구 역삼동821-1 강남지하도상가내 C-11 호,02-538-5744,"소매(의류,잡화)"
177,궁,서울 강남구 역삼동 821-1 강남역지하상가 E-51,-,의류
176,나가네,서울 강남구 테헤란로 101 강남역지하도상가 B-6-1,-,소매(악세서리)
175,나인어클락,서울 서초구 신반포로 지하 200,-,휴대폰악세사리
174,뉴욕안경,"서울 강남구 강남대로 396, C-4",-,안경
173,뉴욕안경,서울 강남구 역삼동 821-1,-,안경
172,뉴욕후라이즈,서울 강남구 역삼동 821-1 강남역지하상가 북 -6,-,"식료품,패스트푸드"
171,니마,서울 강남구 역삼동 821-1 북-5호,-,의류
170,다이안레인,서울 강남구 역삼동 821-1 강남역지하상가 E-47,-,의류
169,달녀,"서울시 서초구 신반포로 지하200, B-017호",-,소매(의류)
168,댑,서울시 강남구 역삼동 821-1 강남역지하도상가 B17,-,잡화
번호,상호명,주소,연락처,취급품목(업종)
167,더？？,서울 강남구 역삼동 821-1 대우쇼핑타운 E-52-1,-,잡화
166,더끌리지,서울 강남구 역삼동 821-1 강남역지하상가 D-3,-,"의류,잡화"
165,더샘(강남지하상가2호,"서울특별시 강남구 테헤란로 101, 강남역 지하상가E-16호,E-40호(역삼동)",02-538-7083,도소매(화장품)
164,더샵,"서울시 강남구 테헤란로101(역삼동, 강남역지하상가E52-1)",02-566-4547,소매(잡화)
163,더컵 강남점,서울 강남구 역삼동 821-1 B-38,-,음식
162,더케이,서울 강남구 테헤란로 101,-,의류
161,더팩토리,서울 강남구 역삼동 821-1 강남역지하상가 E-1,-,의류
160,데이지,서울 강남구 역삼동 821-1 F-5,-,의류
159,데이지,"서울시 강남구 강남대로 지하 396, F5호",-,"도소매(의류,잡화)"
158,데이지,서울 강남구 테헤란로 101 F-5동,02-595-2373,"도소매(의류,잡화)"
157,도로시,서울 강남구 역삼동 821-1 강남역지하상가 C-2,-,"액세서리,잡화"
156,도로시,"서울 강남구 강남대로 지하 396, C-2",-,의류
155,도미니강남점,"서울시 강남구 강남대로지하396, C-12호동",02-538-0663,"소매(의류,잡화,전자)"
154,돈키,서울시 강남구 강남대로 지하 396 강남지하도상가 쇼핑상가내 E-8,-,"도소매(가방, 잡화)"
153,두히,서울 강남구 역삼동 821-1 강남역지하상가 E-16,-,"의류,잡화"
152,드레스,서울 강남구 역삼동 821-1 강남역지하상가 A-23,-,의류
151,디바(Diva),서울 강남구 테헤란로 101 b-24,-,의류
150,디스,서울 강남구 역삼동 821-1 B-25,-,의류
149,디저트39,서울시 강남구 테헤란로101(강남역지하도상가 E-43),-,음식(카페(휴게음식))
148,딕시,서울 강남구 역삼동 821 강남역지하쇼핑센터 E-40,-,"의류,잡화"
번호,상호명,주소,연락처,취급품목(업종)
147,라인,서울 강남구 역삼동 821-1 강남역지하상가 B-44,-,"의류,잡화"
146,러브리리본,서울시 강남구 강남대로 지하 396 C-13호,02-566-7932,소매(의류)
145,레드,"서울시 서초구 신반포로 지하200, C-014호",02-532-6285,소매(의류)
144,레드 아이 강남점,서울특별시 강남구 강남대로 지하 396(역삼동),02-554-3494,도소매(액세서리)
143,레드캣,서울시 강남구 역삼동 821-1 강남역지하도상가 북-7호,02-553-4494,의류
142,레슈아,서울시 강남구 역삼동 821 E-28호,-,"액세서리,잡화"
141,레슈아,서울시 강남구 테헤란로 101,-,잡화
140,로사,서울 강남구 테헤란로 101 E-15,-,"의류,잡화"
139,로즈라인,서울시 강남구 역삼동 821-1 강남역지하도상가 B-36호,-,의류
138,로코코,서울 강남구 역삼동 821-1 강남역지하상가 F-11,-,"의류,잡화"
137,리바이스바디웨어,서울 강남구 역삼동 821-1 E-11호,02-557-3211,속옷
136,리치리치,서울시 강남구 강남대로 지하 396 B-43호동,02-565-8188,소매(신발)
135,리치트리,서울 강남구 역삼동 821-1 D-6,-,의류
134,마니,서울 강남구 역삼동 821-1 강남역지하상가 E-21,-,"외의,잡화"
133,마리오,서울 강남구 역삼동 821-1 E-14호,02-562-8012,신발.의류
132,마틸다,"서울시 강남구 테헤란로 101, 강남역지하상가 D-3호",02-538-0525,소매(의류)
131,매일정보통신,서울 강남구 역삼동 821-1 B-45,-,통신
130,못된고양이,서울 강남구 역삼동 821-1 강남역지하상가 E-25,-,악세서리
129,못된고양이,"서울시 강남구 테헤란로 101, B-18호",02-565-7903,소매(액세서리)
128,몽글,서울 강남구 역삼동 858,-,의류
번호,상호명,주소,연락처,취급품목(업종)
127,밀리,서울 강남구 강남대로 지하 396,-,의류
126,밀리,서울 강남구 테헤란로 101 북-9호,-,"의류,잡화"
125,바비,서울 강남구 테헤란로 101 (E-6),-,"소매(의류,잡화)"
124,바이앤바이,"서울시 강남구 강남대로 지하 396(역삼동, 강남역지하쇼핑센터 A-5)",-,의류
123,버니블루,서울 강남구 역삼동 821-1 강남역지하상가 B-46,-,"구두,악세서리"
122,별,서울 강남구 테헤란로 101,-,의류
121,보노보노,"서울 강남구 강남대로 396, B-13",-,의류
120,보니따,서울시 강남구 역삼동 821-1 강남역지하도상가 B-49,-,의류
119,부가티,서울시 강남구 역삼동 821-1 강남역지하도상가 북-3호,-,잡화
118,붐,서울 강남구 역삼동 821-1 E-33,-,의류
117,뷰,서울 강남구 역삼동 821-1 자하상가 남-7호,02-515-6330,"의류,잡화"
116,브랜드데이,"서울시 서초구 신반포로 지하 200, A-057,58호",02-3477-2245,소매(의류)
115,비스,"서울 강남구 테헤란로 101 A-8,9",02-562-8756,소매(의류)
114,비스,"서울 강남구 역삼동 821-1 강남역지하상가 A-7,8",-,의류
113,빠아앙가 강남역점,서울 강남구 역삼동 821-1 B-33,-,의류
112,사람만들기,서울 강남구 강남대로 지하 396,-,수예품
111,사랑만들기,서울 강남구 역삼동 821-1 E-34,-,잡화
110,삼성플라워,"서울시 강남구 테헤란로101, 강남역지하쇼펭신터 0-11호",02-512-4478,도소매(꽃집)
109,상상그이상,서울 강남구 역삼동 821-1 B-37,-,의류
108,세느강,"서울시 서초구 신반포로 지하200, C-004호",02-6403-8385,소매(의류)
번호,상호명,주소,연락처,취급품목(업종)
107,세미팩토리,서울 강남구 역삼동 821-1 강남역지하도상가A-20,-,의류
106,섹시고양이,서울 서초구 반포동 강남터미널지하상가 D-80호,02-591-2327,의류잡화
105,소미미단팥빵,"서울시 강남구 테헤란로101,B동5-1(B동-5호)",-,음식점업(제과점)
104,쇼랜,서울 강남구 역삼동 821-1 강남역지하상가 F-8,-,신발
103,쇼룸,서울시 강남구 테헤란로 101 강남역지하도쇼핑센터 A-22,-,의류
102,쇼룸,"서울시 강남구 강남대로 지하 396, A-22호",-,소매(의류)
101,쇼핑센터E-31,서울 강남구 역삼동 821-1 E-31,-,의류
100,수니 앤 앨리스,"서울시 강남구 테헤란로 101, D-7",02-566-1674,소매(의류)
99,수박반통,"서울시 강남구 테헤란로101,북3호(강남역지하쇼핑센터)",070-7747-9004,"소매(의류,신발,잡화)"
98,쉴드엘리트,"서울시 서초구 신반포로 지하200, G-009호",-,소매(핸드폰부속)
97,슈퍼모델,서울 강남구 역삼동 821-1 북-8,-,의류
96,스마트프렌즈,서울 강남 역삼 821-1 강남역지하상가내 B-3호,-,도소매(잡화)
95,스마트프렌즈,"서울 강남구 테헤란로 101, B-3",-,휴대폰악세서리
94,스카이,서울 강남구 역삼동 821-1 강남역지하상가 B-43,-,-
93,스킨푸드 강남역점,"서울시 강남구 테헤란로 101, 강남역지하쇼핑센터 E-55,56호",02-566-6970,소매(화장품)
92,스킨푸드강남역점,"서울시 강남구 역삼동 821-1 강남역지하도상가 E-55,56호",-,화장품
91,스타일,서울 강남구 역삼동 821-1 E-32,-,의류
90,스튜디오101,"서울 강남구 역삼동 821-1 강남역지하상가 E18,19",-,의류
89,시이즈,서울 강남구 역삼동 821-1 E-36,-,의류
88,시이즈,서울 강남구 역삼동 821-1 강남역지하상가 E-49,-,"의류,신발,악세서리"
번호,상호명,주소,연락처,취급품목(업종)
87,싸와이씨유통,"서울시 강남구 테헤란로 101,역삼A-27",02-276-3264,도소매(화장품)
86,쎄미팩토리,"서울시 강남구 테헤란로 101, 강남역지하쇼핑센터 A-20호",-,도소매(여성의류)
85,쏘울,서울 강남구 역삼동 821-1 E-71,-,의류
84,씨에프나인,서울시 강남구 역삼동 821-1 강남역지하도상가 D-16,-,의류
83,씨에프스토리,서울시 강남구 테헤란로 101 A-13,-,의류
82,아띠,서울 서초구 신반포로 지하 200,-,의류
81,아론,서울 서초구 신반포로 지하 200,-,의류
80,아리따움,서울 강남구 역삼동 821-1 강남지하쇼핑센터 C-8,-,화장품
79,아리따움,서울 강남구 역삼동 821-1 C-9,-,화장품
78,아리따움강남역지하점,"서울시 테헤란로 101, D동 21호",-,소매(화장품)
77,아베스토어,서울 강남구 테헤란로 101 남-9,02-561-7975,-
76,아이보리,서울특별시 강남구 테헤란로 101(역삼동) 남-10호,-,도소매(의류)
75,아이보리,서울 강남구 강남대로 지하 396,-,소매(의류)
74,아이보리,서울시 강남구 역삼동 821-1 강남역지하도상가 남-10,-,의류
73,아일랜드스타일,서울시 강남구 역삼동 821-1 강남역지하도상가 B-31,-,의류
72,아트존,서울 강남구 역삼동 821-1 강남역지하상가 B-3-1호,-,"휴대폰,액세서리"
71,알라,서울 강남구 역삼동 821-1 D-23,02-558-1459,잡화
70,앤트,"서울시 서초구 신반포로 지하200, A-004호",02-3473-8950,소매(신발)
69,앤하우스,"서울시 서초구 신반포로 지하 200, C-006호",02-593-5331,"소매(침구,커튼)"
68,야(ya),서울 강남구 역삼동 821-1 강남역지하상가 남-3,-,의류
번호,상호명,주소,연락처,취급품목(업종)
67,야옹,서울 강남구 역삼동 821-1 강남역지하상가 D-2,-,"의류,액세서리"
66,야옹,"서울 강남구 테헤란로 101, D-2",-,의류
65,어라운드101,서울시 강남구 역삼동 821-1 강남역지하도상가 B-48,-,의류
64,어바웃썸,서울 강남구 역삼동 821-1 강남역지하상가 B-6,02-594-1550,"통신기기,의류잡화"
63,에뛰드하우스,"서울시 강남구 강남대로 지하 396, A-17~19호",02-554-3494,도소매(화장품)
62,에이블,"서울 강남구 강남대로 396, B-2",-,의류
61,에이스,서울 강남구 역삼동 821-1 강남역지하상가 D-30,-,"의류,신발,액세서리"
60,에이제이,서울 강남구 역삼동 821-1 E-54,-,의류
59,에프-샵2,"서울 강남구 역삼동 821-2 강남역지하상가 남 5,6호",02-553-8078,"신발,의류"
58,에프엠에스,서울시 강남구 역삼동 821-1 강남역지하도상가 E-5,-,잡화
57,에피소드,서울시 강남구 역삼동 821-1 강남역지하도상가 E-39,-,의류
56,엘르,서울시 강남구 역삼동 821-1 강남역지하도상가 D-12,-,내의
55,엠엠피,서울 강남구 역삼동 821-1 강남역지하상가 북 4호,-,의류
54,엥거스,서울 강남구 역삼동 821-1 강남역지하상가 E-3,569-3997,"의루,신발,가방"
53,오름하우스,서울 서초구 신반포로 지하200 A동 143호 강남지하터미널쇼핑몰,02-535-2511,도소매(침구)
52,오오티디(OOTD),서울특별시 서초구 신반포로 지하 200번지 (반포동),070-7793-2222,"소매(의류,잡화)"
51,온풋,서울 강남구 역삼동 821-1 강남역지하상가 A-7,02-2256-8793,구두.신발
50,올리브,"서울시 강남구 테헤란로 101, 강남역지하도상가 D-18호",02-553-6820,소매(의류)
49,올팬,서울 서초구 신반포로 지하200 강남지하터미널쇼핑몰 C-93,02-535-8185,소매(침구)
48,와플반트,서울시 강남구 역삼동 821-1 강남역지하도상가 B-27,-,간이음식점
번호,상호명,주소,연락처,취급품목(업종)
47,월드전자랜드강남역점,"서울시 강남구 역삼동 821-1 강남역지하도상가 A-3,4호",02-3665-4324,이동통신
46,위드미,서울 강남구 역삼동 821-1 F-2,-,잡화
45,위드지엠,"서울시 강남구 테헤란로101, F-2호",-,소매(편의점)
44,유리구두,서울 강남구 역삼동 821-1 강남역지하상가 F-9,02-557-5857,"구두,잡화"
43,유진,"서울시 서초구 신반포로 지하200, D-006호",02-596-4414,소매(의류)
42,은가비,서울 강남구 역삼동 821-1 강남지하상가 B-7,02-552-2945,화장품
41,이감,서울 강남구 역삼동 821-1 E-44,-,신발
40,이디야,"서울시 강남구 강남대로지하 396, 강남역지하상가 B-29",02-565-3227,음식(커피)
39,이디야,서울 강남구 역삼동 821-1 B-29호,02-565-3227,"커피,음료"
38,이디야커피,"서울시 서초구 신반포로 지하200, G-032호",02-536-1900,음식(커피전문점)
37,이브니에,서울 강남구 역삼동 821-1 C-15호,-,의류
36,이카루스,서울 강남구 역삼동 821-1 강남역지하상가 E-50,-,"의류,잡화"
35,일공사(104),서울 강남구 역삼동 강남역지하상가 C-4,-,"의류,잡화"
34,자연식빵강남점,서울 강남구 강남대로 지하 396,-,음식점
33,재용,서울 강남구 역삼동 821-1 강남역지하상가 B-50호,-,의류.잡화
32,전티마이베트남쌀국수,서울 강남구 역삼동 821-1 강남역지하상가 F-3,-,"신발,의류"
31,정문,서울 강남구 역삼동 821-1 D-8,-,신발
30,정원유통,서울 강남구 역삼동 821,-,도소매업(잡화)
29,정훈유통(이니스프리),"서울시 강남구 테헤란로 101, 강남역지하도상가A-24(역삼동821-1)",02-276-3264,"도소매(화장품,의류,잡화,문구,식음료)"
28,제이제이,서울 강남구 역삼동 821-1 강남역지하상가 B-35,-,의류
번호,상호명,주소,연락처,취급품목(업종)
27,제이헬렌,서울 강남구 역삼1동,02-562-8573,-
26,젠,서울 강남구 역삼동 821-1 강남역지하상가 B-4-1호,-,가방
25,젠(ZEN),"서울 강남구 테헤란로 101,강남역지하상가 D-1(역삼동821-1)",02-553-6465,"도소매(의류,잡화)"
24,좋은날,"서울시 서초구 신반포로 지하200, C-018호",02-599-4674,소매(의류)
23,준용텔레콤,서울 강남구 역삼동 821-1 강남역지하쇼핑센타 E-24,-,후대폰
22,줄리아,서울 강남구 역삼동 821-1 강남역지하상가 D-15,-,"악세서리,잡화"
21,줄리엣플리츠,"서울시 서초구 신반포로 지하200, C-007호",02-599-3304,소매(의류)
20,지지배,서울 강남구 역삼동 821-1 강남역지하상가 F12호,556-7290,"의류,잡화"
19,진주,"서울 강남구 강남대로 396, B-14",-,신발
18,진주,서울 강남구 역삼동 821-1 강남역지하상가 B-14호,-,신발
17,카페퍼블릭,서울 강남구 역삼동 821-1 E-35,-,음식
16,캐사랑,서울 강남구 테헤란로 101 대우지하상가 B 16,-,"소매(화장품,의류)"
15,컨트롤에이,"서울시 서초구 신반포로 지하200, C-011호",-,소매(핸드폰케이스)
14,코데즈컴바인이너웨어,서울 강남구 역삼동 821-1 강남역지하상가 E-27호,-,속옷
13,코데즈컴바인이너웨어,"서울 강남구 테헤란로 101, E-27",-,의류
12,퀸,서울 강남구 역삼동 821-1 남-8,-,의류
11,퀸즈티아라,서울 강남구 역삼동 821-1 강남역지하상가 B-15,-,가방
10,크레이지포삭스,서울특별시 강남구 강남대로 지하 396(역삼동),02-558-8864,도소매(잡화)
9,크림,"서울시 서초구 신반포로 지하200, D-012호",02-6093-3301,소매(의류)
8,키움텔레콤,서울시 강남구 역삼동 821-1 강남역지하도상가 C-5,02-594-6020,"소매(핸드폰,핸드폰악세사리)"
번호,상호명,주소,연락처,취급품목(업종)
231,가비,서울 서초구 신반포로 지하 200,-,의류
230,가정상사,서울특별시 서초구 신반포로 지하 200(잠원동)D-001 / 강남터미널지하쇼핑몰D-001,-,소매(내의)
229,가정상사,서울 서초구 신반포로 200,-,의류
228,거울액자,서울 서초구 신반포로 200,-,잡화
227,고고씽,서울 서초구 신반포로 200,-,의류
226,곰베,서울특별시 서초구 신반포로 지하 200(잠원동)D-005 / 강남터미널지하쇼핑몰D-005,-,소매(의류)
225,공룡신발,서울 서초구 신반포로 200,-,신발
224,금동상사,서울특별시 서초구 신반포로 지하 200(잠원동)B-019 / 강남터미널지하쇼핑몰B-019,-,소매(외의)
223,금동상사,서울 서초구 신반포로 지하 200,-,의류
222,김효욱미가,서울 서초구 신반포로 200,-,음식점
221,꽃단지,"서울시 서초구 신반포로 지하 200, B-111호",02-593-1311,도소매(인테리어소품)
220,나,서울특별시 서초구 신반포로 지하 200(잠원동)A-026 / 강남터미널지하쇼핑몰A-026,-,"도소매(가방,잡화,의류)"
219,낙타쥬얼리,서울 서초구 신반포로 지하 200 반포동B83-1,-,쥬얼리
218,놈core,서울 서초구 신반포로 200,-,의류
217,닛시,서울특별시 서초구 신반포로 지하 200(잠원동)A-007 / 강남터미널지하쇼핑몰A-007,-,소매(의류)
216,다모아,"서울시 처초구 신반포로 지하 200, 강남지하상가 T-8호",02-599-7357,음식(분식)
215,다비치,서울 서초구 신반포로 지하 200,-,침구
214,다연,서울 서초구 신반포로 200,-,침구
213,다원,서울 서초구 신반포로 200,-,잡화
212,다인,서울 서초구 잠원동 128-4 고투몰 C-113,-,인테리어 소품
번호,상호명,주소,연락처,취급품목(업종)
211,단고재,서울 서초구 반포동 D-125호,031-884-7522,"생활도자기,그릇"
210,대화사,서울특별시 서초구 신반포로 지하 200(잠원동)B-008 / 강남터미널지하쇼핑몰B-008,-,소매(외의)
209,댑,서울 서초구 신반포로 지하 200 C-076,02-537-4432,란제리
208,댑반포3호점,서울특별시 서초구 신반포로 지하 200(잠원동)C-001 / 강남터미널지하쇼핑몰C-001,-,"도소매(내의류,란제리)"
207,더,서울특별시 서초구 신반포로 지하 200(잠원동)B-007 / 강남터미널지하쇼핑몰B-007,-,소매(의류)
206,더독노블클럽,서울 서초구 신반포로 200,-,애완용품
205,더랩,서울 서초구 신반포로 지하 200,-,의류
204,더블유파일,서울 서초구 신반포로 200,-,의류
203,더예스,서울 서초구 신반포로 200,-,의류
202,더코코,서울특별시 서초구 신반포로 지하 200(잠원동)A-002 / 강남터미널지하쇼핑몰A-002,-,"소매(의류,잡화)"
201,더페이스샵,서울 서초구 신반포로 200,-,화장품
